web-scraper-order,web-scraper-start-url,company,job-category-link,job-category-link-href,jobFunction,payPeriod,jobTitle,jobTitle-href,payPeriodCode,basePayRange,basePayMin,basePayMax,basePayAvg,totalPayAvg,payType1,pay1,range1,payType2,pay2,range2,payType3,pay3,range3,payType4,pay4,range4,payType5,pay5,range5,country,percent1,percent2,percent3,percent4,percent5
1692492875-55,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Business-Salaries-EI_IE354.0,3_DEPT1003.htm",IBM Business Salaries,Annual Pay,Senior Manager,"https://www.glassdoor.com/Salary/IBM-Senior-Manager-Salaries-E354_D_KO4,18.htm",/yr,$151K - $243K,$151K,$243K,$190K,"$190,211 ",Base Pay,"$145,163/yr",$117K - $180K,Bonus,"$16,379/yr",$12K - $23K,Stock,"$18,557/yr",$14K - $26K,Profit Sharing,"$10,112/yr",$8K - $14K,,,,United States,76.30%,8.60%,9.80%,5.30%,
1692492884-56,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Business-Salaries-EI_IE354.0,3_DEPT1003.htm",IBM Business Salaries,Annual Pay,Director,"https://www.glassdoor.com/Salary/IBM-Director-Salaries-E354_D_KO4,12.htm",/yr,$243K - $412K,$243K,$412K,$312K,"$312,288 ",Base Pay,"$172,371/yr",$138K - $216K,Bonus,"$29,902/yr",$22K - $42K,Stock,"$39,475/yr",$30K - $55K,Commission,"$53,747/yr",$40K - $75K,Profit Sharing,"$16,793/yr",$13K - $24K,United States,55.20%,9.60%,12.60%,17.20%,5.40%
1692492890-57,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Business-Salaries-EI_IE354.0,3_DEPT1003.htm",IBM Business Salaries,Annual Pay,Manager,"https://www.glassdoor.com/Salary/IBM-Manager-Salaries-E354_D_KO4,11.htm",/yr,$137K - $243K,$137K,$243K,$181K,"$180,539 ",Base Pay,"$121,004/yr",$92K - $159K,Bonus,"$10,844/yr",$8K - $15K,Stock,"$12,862/yr",$10K - $18K,Commission,"$28,448/yr",$21K - $40K,Profit Sharing,"$7,381/yr",$6K - $10K,United States,67%,6%,7.10%,15.80%,4.10%
1692492898-58,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Business-Salaries-EI_IE354.0,3_DEPT1003.htm",IBM Business Salaries,Annual Pay,Business Analyst,"https://www.glassdoor.com/Salary/IBM-Business-Analyst-Salaries-E354_D_KO4,20.htm",/yr,$86K - $130K,$86K,$130K,$105K,"$104,890 ",Base Pay,"$90,015/yr",$75K - $109K,Bonus,"$4,959/yr",$4K - $7K,Stock,"$5,707/yr",$4K - $8K,Profit Sharing,"$4,210/yr",$3K - $6K,,,,United States,85.80%,4.70%,5.40%,4%,
1692492911-59,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Research Intern,"https://www.glassdoor.com/Salary/IBM-Research-Intern-Salaries-E354_D_KO4,19.htm",/yr,$59K - $97K,$59K,$97K,$75K,"$75,062 ",Base Pay,"$64,099/yr",$51K - $81K,Bonus,"$3,380/yr",$3K - $5K,Stock,"$4,368/yr",$3K - $6K,Profit Sharing,"$3,215/yr",$2K - $5K,,,,United States,85.40%,4.50%,5.80%,4.30%,
1692492926-60,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Senior Data Analyst,"https://www.glassdoor.com/Salary/IBM-Senior-Data-Analyst-Salaries-E354_D_KO4,23.htm",/yr,$102K - $157K,$102K,$157K,$126K,"$125,921 ",Base Pay,"$106,044/yr",$87K - $129K,Bonus,"$6,512/yr",$5K - $9K,Stock,"$8,071/yr",$6K - $11K,Profit Sharing,"$5,295/yr",$4K - $7K,,,,United States,84.20%,5.20%,6.40%,4.20%,
1692492933-61,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Software Tester,"https://www.glassdoor.com/Salary/IBM-Software-Tester-Salaries-E354_D_KO4,19.htm",/yr,$78K - $123K,$78K,$123K,$98K,"$97,533 ",Base Pay,"$89,289/yr",$72K - $111K,Bonus,"$4,324/yr",$3K - $6K,Profit Sharing,"$3,920/yr",$3K - $5K,,,,,,,United States,91.50%,4.40%,4%,,
1692492942-62,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Analytics Consultant,"https://www.glassdoor.com/Salary/IBM-Analytics-Consultant-Salaries-E354_D_KO4,24.htm",/yr,$100K - $154K,$100K,$154K,$124K,"$123,524 ",Base Pay,"$103,582/yr",$85K - $126K,Bonus,"$6,563/yr",$5K - $9K,Stock,"$8,103/yr",$6K - $11K,Profit Sharing,"$5,276/yr",$4K - $7K,,,,United States,83.90%,5.30%,6.60%,4.30%,
1692493017-63,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Research Engineer,"https://www.glassdoor.com/Salary/IBM-Research-Engineer-Salaries-E354_D_KO4,21.htm",/yr,$120K - $184K,$120K,$184K,$148K,"$147,718 ",Base Pay,"$122,585/yr",$101K - $149K,Bonus,"$7,959/yr",$6K - $11K,Stock,"$10,919/yr",$8K - $15K,Profit Sharing,"$6,255/yr",$5K - $9K,,,,United States,83%,5.40%,7.40%,4.20%,
1692493033-64,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Senior Analyst,"https://www.glassdoor.com/Salary/IBM-Senior-Analyst-Salaries-E354_D_KO4,18.htm",/yr,$89K - $139K,$89K,$139K,$111K,"$110,801 ",Base Pay,"$94,793/yr",$77K - $117K,Bonus,"$5,218/yr",$4K - $7K,Stock,"$6,340/yr",$5K - $9K,Profit Sharing,"$4,450/yr",$3K - $6K,,,,United States,85.60%,4.70%,5.70%,4%,
1692493060-65,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Research Software Engineer,"https://www.glassdoor.com/Salary/IBM-Research-Software-Engineer-Salaries-E354_D_KO4,30.htm",/yr,$124K - $193K,$124K,$193K,$154K,"$153,887 ",Base Pay,"$127,966/yr",$104K - $157K,Bonus,"$7,928/yr",$6K - $11K,Stock,"$11,590/yr",$9K - $16K,Profit Sharing,"$6,403/yr",$5K - $9K,,,,United States,83.20%,5.20%,7.50%,4.20%,
1692493075-66,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Software Consultant,"https://www.glassdoor.com/Salary/IBM-Software-Consultant-Salaries-E354_D_KO4,23.htm",/yr,$122K - $186K,$122K,$186K,$150K,"$149,688 ",Base Pay,"$123,662/yr",$102K - $150K,Bonus,"$8,334/yr",$6K - $12K,Stock,"$11,248/yr",$8K - $16K,Profit Sharing,"$6,444/yr",$5K - $9K,,,,United States,82.60%,5.60%,7.50%,4.30%,
1692493082-67,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Associate Data Scientist,"https://www.glassdoor.com/Salary/IBM-Associate-Data-Scientist-Salaries-E354_D_KO4,28.htm",/yr,$115K - $173K,$115K,$173K,$141K,"$140,504 ",Base Pay,"$114,523/yr",$96K - $137K,Bonus,"$8,322/yr",$6K - $12K,Stock,"$11,288/yr",$8K - $16K,Profit Sharing,"$6,372/yr",$5K - $9K,,,,United States,81.50%,5.90%,8%,4.50%,
1692493088-68,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,I/T Specialist,https://www.glassdoor.com/Salary/IBM-I-T-Specialist-Salaries-E354_DAO.htm?filter.jobTitleExact=I%2FT+Specialist,/yr,$58K - $93K,$58K,$93K,$73K,"$73,377 ",Base Pay,"$69,710/yr",$55K - $88K,Bonus,"$3,666/yr",$3K - $5K,,,,,,,,,,United States,95%,5%,,,
1692493095-69,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Researcher,"https://www.glassdoor.com/Salary/IBM-Researcher-Salaries-E354_D_KO4,14.htm",/yr,$107K - $185K,$107K,$185K,$140K,"$140,172 ",Base Pay,"$116,468/yr",$89K - $152K,Bonus,"$6,881/yr",$5K - $10K,Stock,"$10,968/yr",$8K - $15K,Profit Sharing,"$5,855/yr",$4K - $8K,,,,United States,83.10%,4.90%,7.80%,4.20%,
1692493100-70,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Summer Research,"https://www.glassdoor.com/Salary/IBM-Summer-Research-Salaries-E354_D_KO4,19.htm",/yr,$109K - $176K,$109K,$176K,$138K,"$137,527 ",Base Pay,"$112,629/yr",$90K - $141K,Bonus,"$10,906/yr",$8K - $15K,Stock,"$13,992/yr",$10K - $20K,,,,,,,United States,81.90%,7.90%,10.20%,,
1692493108-71,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Research,"https://www.glassdoor.com/Salary/IBM-Research-Salaries-E354_D_KO4,12.htm",/yr,$107K - $185K,$107K,$185K,$140K,"$140,172 ",Base Pay,"$116,468/yr",$89K - $152K,Bonus,"$6,881/yr",$5K - $10K,Stock,"$10,968/yr",$8K - $15K,Profit Sharing,"$5,855/yr",$4K - $8K,,,,United States,83.10%,4.90%,7.80%,4.20%,
1692493119-72,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Senior Data Scientist,"https://www.glassdoor.com/Salary/IBM-Senior-Data-Scientist-Salaries-E354_D_KO4,25.htm",/yr,$151K - $235K,$151K,$235K,$187K,"$187,152 ",Base Pay,"$145,437/yr",$120K - $176K,Bonus,"$14,122/yr",$11K - $20K,Stock,"$18,083/yr",$14K - $25K,Profit Sharing,"$9,510/yr",$7K - $13K,,,,United States,77.70%,7.50%,9.70%,5.10%,
1692493125-73,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Research Scientist,"https://www.glassdoor.com/Salary/IBM-Research-Scientist-Salaries-E354_D_KO4,22.htm",/yr,$126K - $205K,$126K,$205K,$160K,"$159,801 ",Base Pay,"$129,854/yr",$103K - $164K,Bonus,"$9,647/yr",$7K - $14K,Stock,"$13,050/yr",$10K - $18K,Profit Sharing,"$7,250/yr",$5K - $10K,,,,United States,81.30%,6%,8.20%,4.50%,
1692493131-74,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Data Analyst,"https://www.glassdoor.com/Salary/IBM-Data-Analyst-Salaries-E354_D_KO4,16.htm",/yr,$77K - $122K,$77K,$122K,$96K,"$96,277 ",Base Pay,"$83,298/yr",$67K - $104K,Bonus,"$4,150/yr",$3K - $6K,Stock,"$5,084/yr",$4K - $7K,Profit Sharing,"$3,746/yr",$3K - $5K,,,,United States,86.50%,4.30%,5.30%,3.90%,
1692493138-75,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Postdoctoral Researcher,"https://www.glassdoor.com/Salary/IBM-Postdoctoral-Researcher-Salaries-E354_D_KO4,27.htm",/yr,$99K - $143K,$99K,$143K,$118K,"$118,468 ",Base Pay,"$107,938/yr",$91K - $128K,Bonus,"$10,530/yr",$8K - $15K,,,,,,,,,,United States,91.10%,8.90%,,,
1692493145-76,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Analyst,"https://www.glassdoor.com/Salary/IBM-Analyst-Salaries-E354_D_KO4,11.htm",/yr,$77K - $123K,$77K,$123K,$97K,"$96,939 ",Base Pay,"$86,678/yr",$69K - $109K,Bonus,"$4,633/yr",$3K - $6K,Stock,"$5,628/yr",$4K - $8K,,,,,,,United States,89.40%,4.80%,5.80%,,
1692493172-77,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Data Scientist,"https://www.glassdoor.com/Salary/IBM-Data-Scientist-Salaries-E354_D_KO4,18.htm",/yr,$126K - $195K,$126K,$195K,$156K,"$155,882 ",Base Pay,"$127,137/yr",$105K - $155K,Bonus,"$9,029/yr",$7K - $13K,Stock,"$12,769/yr",$10K - $18K,Profit Sharing,"$6,948/yr",$5K - $10K,,,,United States,81.60%,5.80%,8.20%,4.50%,
1692493181-78,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Research-and-Science-Salaries-EI_IE354.0,3_DEPT1019.htm",IBM Research & Science Salaries,Annual Pay,Research Staff Member,"https://www.glassdoor.com/Salary/IBM-Research-Staff-Member-Salaries-E354_D_KO4,25.htm",/yr,$151K - $252K,$151K,$252K,$194K,"$194,136 ",Base Pay,"$150,530/yr",$118K - $191K,Bonus,"$13,589/yr",$10K - $19K,Stock,"$20,286/yr",$15K - $28K,Profit Sharing,"$9,731/yr",$7K - $14K,,,,United States,77.50%,7%,10.40%,5%,
1692493196-79,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Technical Sales Manager,"https://www.glassdoor.com/Salary/IBM-Technical-Sales-Manager-Salaries-E354_D_KO4,27.htm",/yr,$157K - $264K,$157K,$264K,$201K,"$201,409 ",Base Pay,"$119,907/yr",$96K - $150K,Bonus,"$15,838/yr",$12K - $22K,Stock,"$13,928/yr",$10K - $19K,Commission,"$42,938/yr",$32K - $60K,Profit Sharing,"$8,798/yr",$7K - $12K,United States,59.50%,7.90%,6.90%,21.30%,4.40%
1692493203-80,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Senior Account Executive,"https://www.glassdoor.com/Salary/IBM-Senior-Account-Executive-Salaries-E354_D_KO4,28.htm",/yr,$199K - $353K,$199K,$353K,$261K,"$261,311 ",Base Pay,"$115,695/yr",$90K - $149K,Bonus,"$31,871/yr",$24K - $45K,Stock,"$19,436/yr",$15K - $27K,Commission,"$81,579/yr",$61K - $114K,Profit Sharing,"$12,730/yr",$10K - $18K,United States,44.30%,12.20%,7.40%,31.20%,4.90%
1692493209-81,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Client Representative,"https://www.glassdoor.com/Salary/IBM-Client-Representative-Salaries-E354_D_KO4,25.htm",/yr,$93K - $158K,$93K,$158K,$120K,"$120,260 ",Base Pay,"$84,697/yr",$66K - $109K,Bonus,"$6,885/yr",$5K - $10K,Stock,"$6,806/yr",$5K - $10K,Commission,"$21,872/yr",$16K - $31K,,,,United States,70.40%,5.70%,5.70%,18.20%,
1692493217-82,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales Leader,"https://www.glassdoor.com/Salary/IBM-Sales-Leader-Salaries-E354_D_KO4,16.htm",/yr,$173K - $317K,$173K,$317K,$231K,"$230,877 ",Base Pay,"$102,901/yr",$77K - $137K,Bonus,"$29,877/yr",$22K - $42K,Stock,"$17,864/yr",$13K - $25K,Commission,"$68,471/yr",$51K - $96K,Profit Sharing,"$11,764/yr",$9K - $16K,United States,44.60%,12.90%,7.70%,29.70%,5.10%
1692493224-83,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Technical Sales Engineer,"https://www.glassdoor.com/Salary/IBM-Technical-Sales-Engineer-Salaries-E354_D_KO4,28.htm",/yr,$131K - $215K,$131K,$215K,$166K,"$165,803 ",Base Pay,"$109,154/yr",$88K - $135K,Bonus,"$10,172/yr",$8K - $14K,Stock,"$9,832/yr",$7K - $14K,Commission,"$30,053/yr",$23K - $42K,Profit Sharing,"$6,592/yr",$5K - $9K,United States,65.80%,6.10%,5.90%,18.10%,4%
1692493234-84,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Team Leader,"https://www.glassdoor.com/Salary/IBM-Team-Leader-Salaries-E354_D_KO4,15.htm",/yr,$129K - $229K,$129K,$229K,$170K,"$170,058 ",Base Pay,"$110,207/yr",$84K - $145K,Bonus,"$9,695/yr",$7K - $14K,Stock,"$10,756/yr",$8K - $15K,Commission,"$32,817/yr",$25K - $46K,Profit Sharing,"$6,583/yr",$5K - $9K,United States,64.80%,5.70%,6.30%,19.30%,3.90%
1692493240-85,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales Engineer,"https://www.glassdoor.com/Salary/IBM-Sales-Engineer-Salaries-E354_D_KO4,18.htm",/yr,$146K - $245K,$146K,$245K,$187K,"$187,350 ",Base Pay,"$115,931/yr",$92K - $145K,Bonus,"$13,499/yr",$10K - $19K,Stock,"$12,907/yr",$10K - $18K,Commission,"$37,010/yr",$28K - $52K,Profit Sharing,"$8,003/yr",$6K - $11K,United States,61.90%,7.20%,6.90%,19.80%,4.30%
1692493248-86,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Digital Sales Specialist,"https://www.glassdoor.com/Salary/IBM-Digital-Sales-Specialist-Salaries-E354_D_KO4,28.htm",/yr,$132K - $230K,$132K,$230K,$172K,"$171,625 ",Base Pay,"$84,691/yr",$66K - $108K,Bonus,"$17,317/yr",$13K - $24K,Stock,"$10,837/yr",$8K - $15K,Commission,"$50,955/yr",$38K - $71K,Profit Sharing,"$7,824/yr",$6K - $11K,United States,49.30%,10.10%,6.30%,29.70%,4.60%
1692493256-87,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Test Engineer,"https://www.glassdoor.com/Salary/IBM-Test-Engineer-Salaries-E354_D_KO4,17.htm",/yr,$87K - $134K,$87K,$134K,$108K,"$107,929 ",Base Pay,"$93,351/yr",$76K - $114K,Bonus,"$4,831/yr",$4K - $7K,Stock,"$5,586/yr",$4K - $8K,Profit Sharing,"$4,162/yr",$3K - $6K,,,,United States,86.50%,4.50%,5.20%,3.90%,
1692493266-88,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales Associate,"https://www.glassdoor.com/Salary/IBM-Sales-Associate-Salaries-E354_D_KO4,19.htm",/yr,$79K - $131K,$79K,$131K,$100K,"$100,219 ",Base Pay,"$58,086/yr",$47K - $72K,Bonus,"$11,360/yr",$9K - $16K,Commission,"$30,773/yr",$23K - $43K,,,,,,,United States,58%,11.30%,30.70%,,
1692493275-89,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Team Lead,"https://www.glassdoor.com/Salary/IBM-Team-Lead-Salaries-E354_D_KO4,13.htm",/yr,$129K - $229K,$129K,$229K,$170K,"$170,058 ",Base Pay,"$110,207/yr",$84K - $145K,Bonus,"$9,695/yr",$7K - $14K,Stock,"$10,756/yr",$8K - $15K,Commission,"$32,817/yr",$25K - $46K,Profit Sharing,"$6,583/yr",$5K - $9K,United States,64.80%,5.70%,6.30%,19.30%,3.90%
1692493284-90,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales Executive,"https://www.glassdoor.com/Salary/IBM-Sales-Executive-Salaries-E354_D_KO4,19.htm",/yr,$191K - $349K,$191K,$349K,$255K,"$254,932 ",Base Pay,"$114,263/yr",$86K - $152K,Bonus,"$35,750/yr",$27K - $50K,Stock,"$20,502/yr",$15K - $29K,Commission,"$84,417/yr",$63K - $118K,,,,United States,44.80%,14%,8%,33.10%,
1692493294-91,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales Manager,"https://www.glassdoor.com/Salary/IBM-Sales-Manager-Salaries-E354_D_KO4,17.htm",/yr,$180K - $328K,$180K,$328K,$240K,"$240,057 ",Base Pay,"$114,827/yr",$86K - $153K,Bonus,"$27,995/yr",$21K - $39K,Stock,"$18,740/yr",$14K - $26K,Commission,"$66,615/yr",$50K - $93K,Profit Sharing,"$11,881/yr",$9K - $17K,United States,47.80%,11.70%,7.80%,27.70%,4.90%
1692493368-92,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Account Manager,"https://www.glassdoor.com/Salary/IBM-Account-Manager-Salaries-E354_D_KO4,19.htm",/yr,$134K - $236K,$134K,$236K,$175K,"$175,488 ",Base Pay,"$93,002/yr",$72K - $120K,Bonus,"$15,162/yr",$11K - $21K,Stock,"$10,994/yr",$8K - $15K,Commission,"$48,678/yr",$37K - $68K,Profit Sharing,"$7,652/yr",$6K - $11K,United States,53%,8.60%,6.30%,27.70%,4.40%
1692493375-93,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Client Executive,"https://www.glassdoor.com/Salary/IBM-Client-Executive-Salaries-E354_D_KO4,20.htm",/yr,$230K - $404K,$230K,$404K,$301K,"$301,143 ",Base Pay,"$138,932/yr",$109K - $177K,Bonus,"$39,949/yr",$30K - $56K,Stock,"$23,506/yr",$18K - $33K,Commission,"$83,419/yr",$63K - $117K,Profit Sharing,"$15,336/yr",$12K - $21K,United States,46.10%,13.30%,7.80%,27.70%,5.10%
1692493382-94,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Technical Sales Specialist,"https://www.glassdoor.com/Salary/IBM-Technical-Sales-Specialist-Salaries-E354_D_KO4,30.htm",/yr,$137K - $236K,$137K,$236K,$178K,"$178,297 ",Base Pay,"$112,910/yr",$88K - $144K,Bonus,"$11,565/yr",$9K - $16K,Stock,"$10,854/yr",$8K - $15K,Commission,"$35,840/yr",$27K - $50K,Profit Sharing,"$7,128/yr",$5K - $10K,United States,63.30%,6.50%,6.10%,20.10%,4%
1692493389-95,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Sales Specialist,"https://www.glassdoor.com/Salary/IBM-Sales-Specialist-Salaries-E354_D_KO4,20.htm",/yr,$113K - $206K,$113K,$206K,$151K,"$151,020 ",Base Pay,"$83,447/yr",$63K - $111K,Bonus,"$14,918/yr",$11K - $21K,Stock,"$10,042/yr",$8K - $14K,Commission,"$42,612/yr",$32K - $60K,,,,United States,55.30%,9.90%,6.60%,28.20%,
1692493397-96,https://www.glassdoor.com/Salary/IBM-Salaries-E354.htm,IBM,View More >,"https://www.glassdoor.com/Salary/IBM-Sales-Salaries-EI_IE354.0,3_DEPT1021.htm",IBM Sales Salaries,Annual Pay,Account Executive,"https://www.glassdoor.com/Salary/IBM-Account-Executive-Salaries-E354_D_KO4,21.htm",/yr,$160K - $286K,$160K,$286K,$211K,"$211,110 ",Base Pay,"$98,629/yr",$76K - $129K,Bonus,"$25,112/yr",$19K - $35K,Stock,"$15,838/yr",$12K - $22K,Commission,"$71,530/yr",$54K - $100K,,,,United States,46.70%,11.90%,7.50%,33.90%,
